kabupaten_kota,periode,tahun,bulan,risiko_label,status_panen_raw,prob_aman_pct,prob_waspada_pct,prob_kritis_pct,faktor_dominan_bahasa,diagnosis_masalah,kategori_aksi,urgensi,batas_waktu,rekomendasi_card,detail_action_plan,langkah_aksi_utama,aktor_tindak_lanjut,output_diharapkan,indikator_pemicu,sifat_hujan,status_hth,status_kat,rasio_hujan_lag2,max_hth_lag2,rasio_kat_lag2,probabilitas_risiko_historis,FAKTOR_DOMINAN,skor_prioritas_aksi
MALANG,Juni 2026,2026,6,Waspada,⚠️ WASPADA,45.7,53.6,0.6,Ketersediaan air tanah rendah,Kondisi relatif terkendali; tetap perlu monitoring rutin,Pemantauan ketersediaan air,Sedang,≤7 hari,Cek ketersediaan air tanah dan saluran irigasi; pastikan wilayah tidak memasuki kondisi defisit air.,KAT cenderung rendah sehingga perlu dipantau agar tidak berkembang menjadi tekanan air yang lebih serius pada lahan sawah.,"1) Pantau rasio KAT dan tren HTH.
2) Cek kondisi sumber air di wilayah prioritas.
3) Koordinasikan pemantauan irigasi dengan penyuluh.
4) Update rekomendasi jika KAT terus turun.","Dinas Kab/Kota, Penyuluh/BPP, pengelola irigasi",Status ketersediaan air wilayah,Sifat hujan: Normal; HTH: 8.5 hari (Sedang); Rasio KAT: 0.50 (Rendah); Prob. Waspada: 53.6%; Prob. Kritis: 0.6%,Normal,Sedang,Rendah,0.9374071977005056,8.548479316639686,0.5022950190185551,0.2261904761904762,total_hujan_lag2,2.57
PONOROGO,Juni 2026,2026,6,Waspada,⚠️ WASPADA,46.1,53.8,0.1,Ketersediaan air tanah rendah,Kondisi relatif terkendali; tetap perlu monitoring rutin,Pemantauan ketersediaan air,Sedang,≤7 hari,Cek ketersediaan air tanah dan saluran irigasi; pastikan wilayah tidak memasuki kondisi defisit air.,KAT cenderung rendah sehingga perlu dipantau agar tidak berkembang menjadi tekanan air yang lebih serius pada lahan sawah.,"1) Pantau rasio KAT dan tren HTH.
2) Cek kondisi sumber air di wilayah prioritas.
3) Koordinasikan pemantauan irigasi dengan penyuluh.
4) Update rekomendasi jika KAT terus turun.","Dinas Kab/Kota, Penyuluh/BPP, pengelola irigasi",Status ketersediaan air wilayah,Sifat hujan: Normal; HTH: 6.1 hari (Pendek); Rasio KAT: 0.58 (Rendah); Prob. Waspada: 53.8%; Prob. Kritis: 0.1%,Normal,Pendek,Rendah,1.132128095558434,6.104443504020314,0.5801596891945976,0.238095238095238,total_hujan_lag2,2.54
BATU,Juni 2026,2026,6,Aman,✅ AMAN,56.4,43.0,0.6,Ketersediaan air tanah sangat rendah,Potensi tekanan air/kekeringan,Antisipasi kekeringan/defisit air,Rendah,Monitoring rutin,"Pantau pengecekan ketersediaan air, saluran irigasi, dan lahan rawan kering; validasi kondisi lapangan bersama penyuluh.","Indikator menunjukkan potensi tekanan air. Wilayah perlu dipantau untuk memastikan sawah tidak mengalami defisit air, terutama pada area tadah hujan atau area dengan akses irigasi terbatas. Karena status masih Aman, tindakan difokuskan pada monitoring rutin dan kesiapsiagaan, bukan intervensi prioritas.","1) Cek sumber air dan kondisi saluran irigasi.
2) Identifikasi area sawah rawan kering bersama penyuluh.
3) Koordinasikan distribusi air/pompanisasi bila diperlukan.
4) Update status wilayah setelah validasi lapangan.","Dinas Kab/Kota, Penyuluh/BPP, pengelola irigasi",Daftar lahan rawan kering dan status ketersediaan air,Sifat hujan: Normal; HTH: 8.0 hari (Sedang); Rasio KAT: 0.44 (Sangat Rendah); Prob. Waspada: 43.0%; Prob. Kritis: 0.6%,Normal,Sedang,Sangat Rendah,0.8557855140109617,7.957780458383595,0.4448276149968799,0.238095238095238,probabilitas_risiko_historis,1.46
JOMBANG,Juni 2026,2026,6,Aman,✅ AMAN,54.0,45.9,0.1,Sensitivitas historis wilayah,Wilayah sensitif berdasarkan pola historis produksi/luas panen,Validasi kerentanan historis,Rendah,Monitoring rutin,"Validasi penyebab kerentanan historis: pola tanam, produktivitas, input budidaya, kesuburan lahan, dan kondisi lapangan.","Risiko terutama didorong oleh sensitivitas historis wilayah. Ini berarti wilayah memiliki riwayat kerentanan produksi/luas panen, sehingga perlu pengecekan faktor non-iklim yang belum tertangkap model. Karena status masih Aman, tindakan difokuskan pada monitoring rutin dan kesiapsiagaan, bukan intervensi prioritas.","1) Bandingkan tren produksi dan luas panen historis.
2) Cek pola tanam, intensitas tanam, dan input budidaya.
3) Minta masukan penyuluh terkait kondisi lahan.
4) Tetapkan apakah wilayah perlu masuk daftar prioritas monitoring.","Dinas Kab/Kota, Penyuluh/BPP, analis tanaman pangan",Catatan penyebab kerentanan historis dan rekomendasi tindak lanjut,Sifat hujan: Normal; HTH: 6.8 hari (Pendek); Rasio KAT: 0.67 (Agak Rendah); Prob. Waspada: 45.9%; Prob. Kritis: 0.1%,Normal,Pendek,Agak Rendah,0.8716297616628492,6.802797352124707,0.6711261962877144,0.2857142857142857,probabilitas_risiko_historis,1.46
SAMPANG,Juni 2026,2026,6,Aman,✅ AMAN,64.7,33.4,1.9,Sensitivitas historis wilayah,Wilayah sensitif berdasarkan pola historis produksi/luas panen,Validasi kerentanan historis,Rendah,Monitoring rutin,"Validasi penyebab kerentanan historis: pola tanam, produktivitas, input budidaya, kesuburan lahan, dan kondisi lapangan.","Risiko terutama didorong oleh sensitivitas historis wilayah. Ini berarti wilayah memiliki riwayat kerentanan produksi/luas panen, sehingga perlu pengecekan faktor non-iklim yang belum tertangkap model. Karena status masih Aman, tindakan difokuskan pada monitoring rutin dan kesiapsiagaan, bukan intervensi prioritas.","1) Bandingkan tren produksi dan luas panen historis.
2) Cek pola tanam, intensitas tanam, dan input budidaya.
3) Minta masukan penyuluh terkait kondisi lahan.
4) Tetapkan apakah wilayah perlu masuk daftar prioritas monitoring.","Dinas Kab/Kota, Penyuluh/BPP, analis tanaman pangan",Catatan penyebab kerentanan historis dan rekomendasi tindak lanjut,Sifat hujan: Normal; HTH: 8.6 hari (Sedang); Rasio KAT: 0.69 (Agak Rendah); Prob. Waspada: 33.4%; Prob. Kritis: 1.9%,Normal,Sedang,Agak Rendah,0.8603725775254578,8.556348498364553,0.6947885455841606,0.2261904761904762,probabilitas_risiko_historis,1.43
GRESIK,Juni 2026,2026,6,Aman,✅ AMAN,67.2,32.7,0.1,Sensitivitas historis wilayah,Wilayah sensitif berdasarkan pola historis produksi/luas panen,Validasi kerentanan historis,Rendah,Monitoring rutin,"Validasi penyebab kerentanan historis: pola tanam, produktivitas, input budidaya, kesuburan lahan, dan kondisi lapangan.","Risiko terutama didorong oleh sensitivitas historis wilayah. Ini berarti wilayah memiliki riwayat kerentanan produksi/luas panen, sehingga perlu pengecekan faktor non-iklim yang belum tertangkap model. Karena status masih Aman, tindakan difokuskan pada monitoring rutin dan kesiapsiagaan, bukan intervensi prioritas.","1) Bandingkan tren produksi dan luas panen historis.
2) Cek pola tanam, intensitas tanam, dan input budidaya.
3) Minta masukan penyuluh terkait kondisi lahan.
4) Tetapkan apakah wilayah perlu masuk daftar prioritas monitoring.","Dinas Kab/Kota, Penyuluh/BPP, analis tanaman pangan",Catatan penyebab kerentanan historis dan rekomendasi tindak lanjut,Sifat hujan: Normal; HTH: 8.4 hari (Sedang); Rasio KAT: 0.58 (Rendah); Prob. Waspada: 32.7%; Prob. Kritis: 0.1%,Normal,Sedang,Rendah,0.8590579573110485,8.373588092473346,0.5773145333169434,0.1428571428571428,probabilitas_risiko_historis,1.33
MAGETAN,Juni 2026,2026,6,Aman,✅ AMAN,72.9,27.0,0.1,Ketersediaan air tanah sangat rendah,Potensi tekanan air/kekeringan,Antisipasi kekeringan/defisit air,Rendah,Monitoring rutin,"Pantau pengecekan ketersediaan air, saluran irigasi, dan lahan rawan kering; validasi kondisi lapangan bersama penyuluh.","Indikator menunjukkan potensi tekanan air. Wilayah perlu dipantau untuk memastikan sawah tidak mengalami defisit air, terutama pada area tadah hujan atau area dengan akses irigasi terbatas. Karena status masih Aman, tindakan difokuskan pada monitoring rutin dan kesiapsiagaan, bukan intervensi prioritas.","1) Cek sumber air dan kondisi saluran irigasi.
2) Identifikasi area sawah rawan kering bersama penyuluh.
3) Koordinasikan distribusi air/pompanisasi bila diperlukan.
4) Update status wilayah setelah validasi lapangan.","Dinas Kab/Kota, Penyuluh/BPP, pengelola irigasi",Daftar lahan rawan kering dan status ketersediaan air,Sifat hujan: Normal; HTH: 5.8 hari (Pendek); Rasio KAT: 0.47 (Sangat Rendah); Prob. Waspada: 27.0%; Prob. Kritis: 0.1%,Normal,Pendek,Sangat Rendah,1.0224524168900322,5.777418806325455,0.4659523042174591,0.1904761904761904,probabilitas_risiko_historis,1.27
PASURUAN,Juni 2026,2026,6,Aman,✅ AMAN,76.7,23.3,0.1,Sensitivitas historis wilayah,Wilayah sensitif berdasarkan pola historis produksi/luas panen,Validasi kerentanan historis,Rendah,Monitoring rutin,"Validasi penyebab kerentanan historis: pola tanam, produktivitas, input budidaya, kesuburan lahan, dan kondisi lapangan.","Risiko terutama didorong oleh sensitivitas historis wilayah. Ini berarti wilayah memiliki riwayat kerentanan produksi/luas panen, sehingga perlu pengecekan faktor non-iklim yang belum tertangkap model. Karena status masih Aman, tindakan difokuskan pada monitoring rutin dan kesiapsiagaan, bukan intervensi prioritas.","1) Bandingkan tren produksi dan luas panen historis.
2) Cek pola tanam, intensitas tanam, dan input budidaya.
3) Minta masukan penyuluh terkait kondisi lahan.
4) Tetapkan apakah wilayah perlu masuk daftar prioritas monitoring.","Dinas Kab/Kota, Penyuluh/BPP, analis tanaman pangan",Catatan penyebab kerentanan historis dan rekomendasi tindak lanjut,Sifat hujan: Normal; HTH: 8.0 hari (Sedang); Rasio KAT: 0.89 (Mendekati Normal); Prob. Waspada: 23.3%; Prob. Kritis: 0.1%,Normal,Sedang,Mendekati Normal,1.005648857537498,7.974984546109304,0.8937499315922776,0.2857142857142857,probabilitas_risiko_historis,1.24
BANYUWANGI,Juni 2026,2026,6,Aman,✅ AMAN,79.0,20.6,0.3,Sensitivitas historis wilayah,Wilayah sensitif berdasarkan pola historis produksi/luas panen,Validasi kerentanan historis,Rendah,Monitoring rutin,"Validasi penyebab kerentanan historis: pola tanam, produktivitas, input budidaya, kesuburan lahan, dan kondisi lapangan.","Risiko terutama didorong oleh sensitivitas historis wilayah. Ini berarti wilayah memiliki riwayat kerentanan produksi/luas panen, sehingga perlu pengecekan faktor non-iklim yang belum tertangkap model. Karena status masih Aman, tindakan difokuskan pada monitoring rutin dan kesiapsiagaan, bukan intervensi prioritas.","1) Bandingkan tren produksi dan luas panen historis.
2) Cek pola tanam, intensitas tanam, dan input budidaya.
3) Minta masukan penyuluh terkait kondisi lahan.
4) Tetapkan apakah wilayah perlu masuk daftar prioritas monitoring.","Dinas Kab/Kota, Penyuluh/BPP, analis tanaman pangan",Catatan penyebab kerentanan historis dan rekomendasi tindak lanjut,Sifat hujan: Normal; HTH: 10.4 hari (Panjang); Rasio KAT: 0.53 (Rendah); Prob. Waspada: 20.6%; Prob. Kritis: 0.3%,Normal,Panjang,Rendah,1.1424791114011643,10.38323710929723,0.5308481944424748,0.238095238095238,probabilitas_risiko_historis,1.22
MADIUN,Juni 2026,2026,6,Aman,✅ AMAN,81.1,18.8,0.1,Sensitivitas historis wilayah,Wilayah sensitif berdasarkan pola historis produksi/luas panen,Validasi kerentanan historis,Rendah,Monitoring rutin,"Validasi penyebab kerentanan historis: pola tanam, produktivitas, input budidaya, kesuburan lahan, dan kondisi lapangan.","Risiko terutama didorong oleh sensitivitas historis wilayah. Ini berarti wilayah memiliki riwayat kerentanan produksi/luas panen, sehingga perlu pengecekan faktor non-iklim yang belum tertangkap model. Karena status masih Aman, tindakan difokuskan pada monitoring rutin dan kesiapsiagaan, bukan intervensi prioritas.","1) Bandingkan tren produksi dan luas panen historis.
2) Cek pola tanam, intensitas tanam, dan input budidaya.
3) Minta masukan penyuluh terkait kondisi lahan.
4) Tetapkan apakah wilayah perlu masuk daftar prioritas monitoring.","Dinas Kab/Kota, Penyuluh/BPP, analis tanaman pangan",Catatan penyebab kerentanan historis dan rekomendasi tindak lanjut,Sifat hujan: Normal; HTH: 5.5 hari (Pendek); Rasio KAT: 0.60 (Rendah); Prob. Waspada: 18.8%; Prob. Kritis: 0.1%,Normal,Pendek,Rendah,0.9347793678624952,5.530491555627922,0.6046253051821981,0.1309523809523809,probabilitas_risiko_historis,1.19
PAMEKASAN,Juni 2026,2026,6,Aman,✅ AMAN,90.2,9.7,0.2,Hari tanpa hujan panjang,Kondisi relatif terkendali; tetap perlu monitoring rutin,Antisipasi kekeringan/defisit air,Rendah,Monitoring rutin,"Pantau pengecekan ketersediaan air, saluran irigasi, dan lahan rawan kering; validasi kondisi lapangan bersama penyuluh.","Indikator menunjukkan potensi tekanan air. Wilayah perlu dipantau untuk memastikan sawah tidak mengalami defisit air, terutama pada area tadah hujan atau area dengan akses irigasi terbatas. Karena status masih Aman, tindakan difokuskan pada monitoring rutin dan kesiapsiagaan, bukan intervensi prioritas.","1) Cek sumber air dan kondisi saluran irigasi.
2) Identifikasi area sawah rawan kering bersama penyuluh.
3) Koordinasikan distribusi air/pompanisasi bila diperlukan.
4) Update status wilayah setelah validasi lapangan.","Dinas Kab/Kota, Penyuluh/BPP, pengelola irigasi",Daftar lahan rawan kering dan status ketersediaan air,Sifat hujan: Bawah Normal; HTH: 10.2 hari (Panjang); Rasio KAT: 0.61 (Rendah); Prob. Waspada: 9.7%; Prob. Kritis: 0.2%,Bawah Normal,Panjang,Rendah,0.7589163964831968,10.154602848333576,0.6109551850799604,0.2142857142857142,probabilitas_risiko_historis,1.11
JEMBER,Juni 2026,2026,6,Aman,✅ AMAN,92.7,7.3,0.0,Curah hujan atas normal,Potensi kelebihan air/genangan dan peningkatan kelembapan,Antisipasi hujan tinggi/genangan,Rendah,Monitoring rutin,"Pantau potensi genangan, bersihkan drainase, dan lanjutkan pengamatan OPT/penyakit akibat kelembapan tinggi.","Curah hujan di atas normal dapat meningkatkan risiko genangan, kerusakan lahan, serta kelembapan yang mendukung penyakit tanaman. Tindakan awal perlu difokuskan pada drainase dan monitoring lapangan. Karena status masih Aman, tindakan difokuskan pada monitoring rutin dan kesiapsiagaan, bukan intervensi prioritas.","1) Cek saluran drainase dan titik rawan genangan.
2) Validasi area sawah yang tergenang/berdrainase buruk.
3) Tingkatkan pengamatan OPT/penyakit terkait kelembapan.
4) Koordinasikan tindakan cepat bila genangan meluas.","Dinas Kab/Kota, Penyuluh/BPP, POPT, pengelola drainase",Daftar titik rawan genangan dan status pengendalian OPT,Sifat hujan: Atas Normal; HTH: 8.5 hari (Sedang); Rasio KAT: 0.59 (Rendah); Prob. Waspada: 7.3%; Prob. Kritis: 0.0%,Atas Normal,Sedang,Rendah,1.194516847898112,8.498146210071287,0.5857163310587172,0.1309523809523809,probabilitas_risiko_historis,1.07
BONDOWOSO,Juni 2026,2026,6,Aman,✅ AMAN,95.8,4.2,0.0,Sensitivitas historis wilayah,Wilayah sensitif berdasarkan pola historis produksi/luas panen,Validasi kerentanan historis,Rendah,Monitoring rutin,"Validasi penyebab kerentanan historis: pola tanam, produktivitas, input budidaya, kesuburan lahan, dan kondisi lapangan.","Risiko terutama didorong oleh sensitivitas historis wilayah. Ini berarti wilayah memiliki riwayat kerentanan produksi/luas panen, sehingga perlu pengecekan faktor non-iklim yang belum tertangkap model. Karena status masih Aman, tindakan difokuskan pada monitoring rutin dan kesiapsiagaan, bukan intervensi prioritas.","1) Bandingkan tren produksi dan luas panen historis.
2) Cek pola tanam, intensitas tanam, dan input budidaya.
3) Minta masukan penyuluh terkait kondisi lahan.
4) Tetapkan apakah wilayah perlu masuk daftar prioritas monitoring.","Dinas Kab/Kota, Penyuluh/BPP, analis tanaman pangan",Catatan penyebab kerentanan historis dan rekomendasi tindak lanjut,Sifat hujan: Normal; HTH: 8.7 hari (Sedang); Rasio KAT: 0.57 (Rendah); Prob. Waspada: 4.2%; Prob. Kritis: 0.0%,Normal,Sedang,Rendah,0.9198322155625428,8.693765893503892,0.5672207784919904,0.1071428571428571,probabilitas_risiko_historis,1.04
NGAWI,Juni 2026,2026,6,Aman,✅ AMAN,96.6,3.4,0.0,Ketersediaan air tanah sangat rendah,Potensi tekanan air/kekeringan,Antisipasi kekeringan/defisit air,Rendah,Monitoring rutin,"Pantau pengecekan ketersediaan air, saluran irigasi, dan lahan rawan kering; validasi kondisi lapangan bersama penyuluh.","Indikator menunjukkan potensi tekanan air. Wilayah perlu dipantau untuk memastikan sawah tidak mengalami defisit air, terutama pada area tadah hujan atau area dengan akses irigasi terbatas. Karena status masih Aman, tindakan difokuskan pada monitoring rutin dan kesiapsiagaan, bukan intervensi prioritas.","1) Cek sumber air dan kondisi saluran irigasi.
2) Identifikasi area sawah rawan kering bersama penyuluh.
3) Koordinasikan distribusi air/pompanisasi bila diperlukan.
4) Update status wilayah setelah validasi lapangan.","Dinas Kab/Kota, Penyuluh/BPP, pengelola irigasi",Daftar lahan rawan kering dan status ketersediaan air,Sifat hujan: Normal; HTH: 4.6 hari (Pendek); Rasio KAT: 0.47 (Sangat Rendah); Prob. Waspada: 3.4%; Prob. Kritis: 0.0%,Normal,Pendek,Sangat Rendah,1.0204970327092375,4.594241512677266,0.4728682996743229,0.0952380952380952,probabilitas_risiko_historis,1.03
LUMAJANG,Juni 2026,2026,6,Aman,✅ AMAN,98.5,1.5,0.0,Sensitivitas historis wilayah,Wilayah sensitif berdasarkan pola historis produksi/luas panen,Validasi kerentanan historis,Rendah,Monitoring rutin,"Validasi penyebab kerentanan historis: pola tanam, produktivitas, input budidaya, kesuburan lahan, dan kondisi lapangan.","Risiko terutama didorong oleh sensitivitas historis wilayah. Ini berarti wilayah memiliki riwayat kerentanan produksi/luas panen, sehingga perlu pengecekan faktor non-iklim yang belum tertangkap model. Karena status masih Aman, tindakan difokuskan pada monitoring rutin dan kesiapsiagaan, bukan intervensi prioritas.","1) Bandingkan tren produksi dan luas panen historis.
2) Cek pola tanam, intensitas tanam, dan input budidaya.
3) Minta masukan penyuluh terkait kondisi lahan.
4) Tetapkan apakah wilayah perlu masuk daftar prioritas monitoring.","Dinas Kab/Kota, Penyuluh/BPP, analis tanaman pangan",Catatan penyebab kerentanan historis dan rekomendasi tindak lanjut,Sifat hujan: Normal; HTH: 8.3 hari (Sedang); Rasio KAT: 0.53 (Rendah); Prob. Waspada: 1.5%; Prob. Kritis: 0.0%,Normal,Sedang,Rendah,1.0297738575927466,8.332584566596193,0.5329498409697155,0.0476190476190476,probabilitas_risiko_historis,1.01
TUBAN,Juli 2026,2026,7,Waspada,⚠️ WASPADA,17.4,82.5,0.1,Hari tanpa hujan panjang,Kondisi relatif terkendali; tetap perlu monitoring rutin,Antisipasi kekeringan/defisit air,Tinggi,3–7 hari,"Prioritaskan pengecekan ketersediaan air, saluran irigasi, dan lahan rawan kering; validasi kondisi lapangan bersama penyuluh.","Indikator menunjukkan potensi tekanan air. Wilayah perlu dipantau untuk memastikan sawah tidak mengalami defisit air, terutama pada area tadah hujan atau area dengan akses irigasi terbatas.","1) Cek sumber air dan kondisi saluran irigasi.
2) Identifikasi area sawah rawan kering bersama penyuluh.
3) Koordinasikan distribusi air/pompanisasi bila diperlukan.
4) Update status wilayah setelah validasi lapangan.","Dinas Kab/Kota, Penyuluh/BPP, pengelola irigasi",Daftar lahan rawan kering dan status ketersediaan air,Sifat hujan: Normal; HTH: 15.0 hari (Sangat Panjang); Rasio KAT: 0.52 (Rendah); Prob. Waspada: 82.5%; Prob. Kritis: 0.1%,Normal,Sangat Panjang,Rendah,1.0,15.0,0.5199365203171925,0.4761904761904761,total_hujan_lag2,3.83
BLITAR,Juli 2026,2026,7,Waspada,⚠️ WASPADA,19.9,79.8,0.3,Hari tanpa hujan panjang,Kondisi relatif terkendali; tetap perlu monitoring rutin,Antisipasi kekeringan/defisit air,Tinggi,3–7 hari,"Prioritaskan pengecekan ketersediaan air, saluran irigasi, dan lahan rawan kering; validasi kondisi lapangan bersama penyuluh.","Indikator menunjukkan potensi tekanan air. Wilayah perlu dipantau untuk memastikan sawah tidak mengalami defisit air, terutama pada area tadah hujan atau area dengan akses irigasi terbatas.","1) Cek sumber air dan kondisi saluran irigasi.
2) Identifikasi area sawah rawan kering bersama penyuluh.
3) Koordinasikan distribusi air/pompanisasi bila diperlukan.
4) Update status wilayah setelah validasi lapangan.","Dinas Kab/Kota, Penyuluh/BPP, pengelola irigasi",Daftar lahan rawan kering dan status ketersediaan air,Sifat hujan: Normal; HTH: 15.0 hari (Sangat Panjang); Rasio KAT: 0.60 (Rendah); Prob. Waspada: 79.8%; Prob. Kritis: 0.3%,Normal,Sangat Panjang,Rendah,1.0,15.0,0.600704515425864,0.3571428571428571,total_hujan_lag2,3.81
PROBOLINGGO,Juli 2026,2026,7,Aman,✅ AMAN,59.2,32.3,8.4,Hari tanpa hujan panjang,Kondisi relatif terkendali; tetap perlu monitoring rutin,Watchlist risiko tersembunyi,Observasi Ketat,7–14 hari,"Masukkan wilayah ke watchlist: status masih aman, tetapi probabilitas kritis relatif meningkat sehingga perlu observasi tambahan.","Walaupun label saat ini masih Aman, probabilitas Kritis relatif lebih tinggi dibanding wilayah lain. Perlu observasi tambahan untuk mencegah keterlambatan respons.","1) Masukkan wilayah ke daftar watchlist.
2) Pantau indikator iklim dan laporan lapangan.
3) Validasi bersama penyuluh jika tren memburuk.","Dinas Kab/Kota, Penyuluh/BPP, analis tanaman pangan",Status watchlist dan catatan observasi,Sifat hujan: Normal; HTH: 15.0 hari (Sangat Panjang); Rasio KAT: 0.72 (Agak Rendah); Prob. Waspada: 32.3%; Prob. Kritis: 8.4%,Normal,Sangat Panjang,Agak Rendah,1.0,15.0,0.7163569491869306,0.2738095238095238,total_hujan_lag2,2.74
BOJONEGORO,Juli 2026,2026,7,Waspada,⚠️ WASPADA,28.1,71.8,0.1,Hari tanpa hujan panjang,Kondisi relatif terkendali; tetap perlu monitoring rutin,Antisipasi kekeringan/defisit air,Sedang,≤7 hari,"Prioritaskan pengecekan ketersediaan air, saluran irigasi, dan lahan rawan kering; validasi kondisi lapangan bersama penyuluh.","Indikator menunjukkan potensi tekanan air. Wilayah perlu dipantau untuk memastikan sawah tidak mengalami defisit air, terutama pada area tadah hujan atau area dengan akses irigasi terbatas.","1) Cek sumber air dan kondisi saluran irigasi.
2) Identifikasi area sawah rawan kering bersama penyuluh.
3) Koordinasikan distribusi air/pompanisasi bila diperlukan.
4) Update status wilayah setelah validasi lapangan.","Dinas Kab/Kota, Penyuluh/BPP, pengelola irigasi",Daftar lahan rawan kering dan status ketersediaan air,Sifat hujan: Normal; HTH: 15.0 hari (Sangat Panjang); Rasio KAT: 0.56 (Rendah); Prob. Waspada: 71.8%; Prob. Kritis: 0.1%,Normal,Sangat Panjang,Rendah,1.0,15.0,0.5636810372597975,0.3452380952380952,total_hujan_lag2,2.72
SUMENEP,Juli 2026,2026,7,Waspada,⚠️ WASPADA,42.6,54.7,2.8,KAT sangat rendah + HTH panjang,Potensi tekanan air/kekeringan,Antisipasi kekeringan/defisit air,Sedang,≤7 hari,"Prioritaskan pengecekan ketersediaan air, saluran irigasi, dan lahan rawan kering; validasi kondisi lapangan bersama penyuluh.","Indikator menunjukkan potensi tekanan air. Wilayah perlu dipantau untuk memastikan sawah tidak mengalami defisit air, terutama pada area tadah hujan atau area dengan akses irigasi terbatas.","1) Cek sumber air dan kondisi saluran irigasi.
2) Identifikasi area sawah rawan kering bersama penyuluh.
3) Koordinasikan distribusi air/pompanisasi bila diperlukan.
4) Update status wilayah setelah validasi lapangan.","Dinas Kab/Kota, Penyuluh/BPP, pengelola irigasi",Daftar lahan rawan kering dan status ketersediaan air,Sifat hujan: Normal; HTH: 15.0 hari (Sangat Panjang); Rasio KAT: 0.26 (Sangat Rendah); Prob. Waspada: 54.7%; Prob. Kritis: 2.8%,Normal,Sangat Panjang,Sangat Rendah,1.0,15.0,0.2568217010712258,0.2619047619047619,total_hujan_lag2,2.69
KEDIRI,Juli 2026,2026,7,Waspada,⚠️ WASPADA,45.3,54.3,0.4,Hari tanpa hujan panjang,Kondisi relatif terkendali; tetap perlu monitoring rutin,Antisipasi kekeringan/defisit air,Sedang,≤7 hari,"Prioritaskan pengecekan ketersediaan air, saluran irigasi, dan lahan rawan kering; validasi kondisi lapangan bersama penyuluh.","Indikator menunjukkan potensi tekanan air. Wilayah perlu dipantau untuk memastikan sawah tidak mengalami defisit air, terutama pada area tadah hujan atau area dengan akses irigasi terbatas.","1) Cek sumber air dan kondisi saluran irigasi.
2) Identifikasi area sawah rawan kering bersama penyuluh.
3) Koordinasikan distribusi air/pompanisasi bila diperlukan.
4) Update status wilayah setelah validasi lapangan.","Dinas Kab/Kota, Penyuluh/BPP, pengelola irigasi",Daftar lahan rawan kering dan status ketersediaan air,Sifat hujan: Normal; HTH: 15.0 hari (Sangat Panjang); Rasio KAT: 0.60 (Rendah); Prob. Waspada: 54.3%; Prob. Kritis: 0.4%,Normal,Sangat Panjang,Rendah,1.0,15.0,0.6043030009352837,0.2857142857142857,total_hujan_lag2,2.56
TULUNGAGUNG,Juli 2026,2026,7,Waspada,⚠️ WASPADA,45.1,54.7,0.2,Hari tanpa hujan panjang,Kondisi relatif terkendali; tetap perlu monitoring rutin,Antisipasi kekeringan/defisit air,Sedang,≤7 hari,"Prioritaskan pengecekan ketersediaan air, saluran irigasi, dan lahan rawan kering; validasi kondisi lapangan bersama penyuluh.","Indikator menunjukkan potensi tekanan air. Wilayah perlu dipantau untuk memastikan sawah tidak mengalami defisit air, terutama pada area tadah hujan atau area dengan akses irigasi terbatas.","1) Cek sumber air dan kondisi saluran irigasi.
2) Identifikasi area sawah rawan kering bersama penyuluh.
3) Koordinasikan distribusi air/pompanisasi bila diperlukan.
4) Update status wilayah setelah validasi lapangan.","Dinas Kab/Kota, Penyuluh/BPP, pengelola irigasi",Daftar lahan rawan kering dan status ketersediaan air,Sifat hujan: Normal; HTH: 15.0 hari (Sangat Panjang); Rasio KAT: 0.60 (Rendah); Prob. Waspada: 54.7%; Prob. Kritis: 0.2%,Normal,Sangat Panjang,Rendah,1.0,15.0,0.5971345895811061,0.3333333333333333,total_hujan_lag2,2.56
TRENGGALEK,Juli 2026,2026,7,Waspada,⚠️ WASPADA,48.3,51.6,0.1,Hari tanpa hujan panjang,Kondisi relatif terkendali; tetap perlu monitoring rutin,Antisipasi kekeringan/defisit air,Sedang,≤7 hari,"Prioritaskan pengecekan ketersediaan air, saluran irigasi, dan lahan rawan kering; validasi kondisi lapangan bersama penyuluh.","Indikator menunjukkan potensi tekanan air. Wilayah perlu dipantau untuk memastikan sawah tidak mengalami defisit air, terutama pada area tadah hujan atau area dengan akses irigasi terbatas.","1) Cek sumber air dan kondisi saluran irigasi.
2) Identifikasi area sawah rawan kering bersama penyuluh.
3) Koordinasikan distribusi air/pompanisasi bila diperlukan.
4) Update status wilayah setelah validasi lapangan.","Dinas Kab/Kota, Penyuluh/BPP, pengelola irigasi",Daftar lahan rawan kering dan status ketersediaan air,Sifat hujan: Normal; HTH: 15.0 hari (Sangat Panjang); Rasio KAT: 0.59 (Rendah); Prob. Waspada: 51.6%; Prob. Kritis: 0.1%,Normal,Sangat Panjang,Rendah,1.0,15.0,0.5896602230157487,0.3333333333333333,total_hujan_lag2,2.52
